"Indicator","PUBLISH STATES","Year","WHO region","Countries, territories and areas","Sex","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","South-East Asia","","","0.3 [0.2-0.3]","0.30000","0.20000","0.30000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2020","Eastern Mediterranean","","","<0.1 [<0.1-0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2020","South-East Asia","","","0.3 [0.2-0.3]","0.30000","0.20000","0.30000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2019","South-East Asia","","","0.3 [0.2-0.3]","0.30000","0.20000","0.30000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2017","Global","","","0.7 [0.6-0.9]","0.70000","0.60000","0.90000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2017","Americas","","","0.5 [0.4-0.5]","0.50000","0.40000","0.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2016","Global","","","0.7 [0.6-0.9]","0.70000","0.60000","0.90000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2014","Europe","","","0.4 [0.3-0.4]","0.40000","0.30000","0.40000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2014","Western Pacific","","","0.1 [<0.1-0.2]","0.10000","0.10000","0.20000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2013","Western Pacific","","","0.1 [<0.1-0.2]","0.10000","0.10000","0.20000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2011","Africa","","","4.1 [3.4-4.7]","4.10000","3.40000","4.70000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2010","Africa","","","4.1 [3.4-4.8]","4.10000","3.40000","4.80000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2009","Africa","","","4.1 [3.4-4.8]","4.10000","3.40000","4.80000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2009","Eastern Mediterranean","","","<0.1 [<0.1-<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2008","Eastern Mediterranean","","","<0.1 [<0.1-<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2008","South-East Asia","","","0.4 [0.3-0.4]","0.40000","0.30000","0.40000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2006","Global","","","0.7 [0.6-0.8]","0.70000","0.60000","0.80000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2006","South-East Asia","","","0.4 [0.3-0.5]","0.40000","0.30000","0.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2004","Global","","","0.7 [0.6-0.8]","0.70000","0.60000","0.80000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2003","Americas","","","0.4 [0.3-0.5]","0.40000","0.30000","0.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2003","Europe","","","0.2 [0.2-0.2]","0.20000","0.20000","0.20000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2002","Europe","","","0.2 [0.2-0.2]","0.20000","0.20000","0.20000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2000","Western Pacific","","","<0.1 [<0.1-0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","1999","Western Pacific","","","<0.1 [<0.1-<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","1998","Africa","","","4.7 [3.9-5.5]","4.70000","3.90000","5.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","1997","Eastern Mediterranean","","","<0.1 [<0.1-<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","1996","South-East Asia","","","0.4 [0.4-0.5]","0.40000","0.40000","0.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","1995","Eastern Mediterranean","","","<0.1 [<0.1-<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","1994","South-East Asia","","","0.3 [0.3-0.4]","0.30000","0.30000","0.40000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","1993","Global","","","0.5 [0.4-0.5]","0.50000","0.40000","0.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","1992","Americas","","","0.3 [0.2-0.3]","0.30000","0.20000","0.30000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","1990","Americas","","","0.3 [0.2-0.3]","0.30000","0.20000","0.30000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Americas","Antigua and Barbuda","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Americas","Barbados","","1 [0.8–1.1]","1.00000","0.80000","1.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Europe","Bosnia and Herzegovina","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Americas","Brazil","","0.6 [0.5–0.6]","0.60000","0.50000","0.60000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Africa","Comoros","","<0.1 [<0.1–<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Western Pacific","Cook Islands","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Europe","Denmark","","<0.1 [<0.1–0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Europe","Estonia","","0.7 [0.6–0.8]","0.70000","0.60000","0.80000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Europe","France","","0.3 [0.3–0.4]","0.30000","0.30000","0.40000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Africa","Guinea","","1.4 [1.2–1.7]","1.40000","1.20000","1.70000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Americas","Guyana","","1.5 [1.3–1.7]","1.50000","1.30000","1.70000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Eastern Mediterranean","Iran (Islamic Republic of)","","<0.1 [<0.1–0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Europe","Ireland","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Africa","Lesotho","","19.3 [18.1–20.1]","19.30000","18.10000","20.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Africa","Mali","","0.9 [0.7–1.1]","0.90000","0.70000","1.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Europe","Montenegro","","0.1 [0.1–0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Americas","Nicaragua","","0.3 [0.2–0.3]","0.30000","0.20000","0.30000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Europe","Poland","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Eastern Mediterranean","Qatar","","<0.1 [<0.1–<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Americas","Saint Lucia","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Western Pacific","Samoa","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Europe","Slovakia","","<0.1 [<0.1–<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Africa","South Sudan","","1.9 [1.6–2.5]","1.90000","1.60000","2.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","South-East Asia","Thailand","","1.1 [0.9–1.2]","1.10000","0.90000","1.20000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Western Pacific","Tuvalu","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Europe","Ukraine","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2022","Americas","Venezuela (Bolivarian Republic of)","","0.5 [0.4–0.5]","0.50000","0.40000","0.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Africa","Algeria","","<0.1 [<0.1–<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Americas","Bahamas","","1 [0.9–1.1]","1.00000","0.90000","1.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Americas","Bolivia (Plurinational State of)","","0.4 [0.3–0.4]","0.40000","0.30000","0.40000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Africa","Botswana","","17.2 [14.5–18.8]","17.20000","14.50000","18.80000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Western Pacific","Cambodia","","0.5 [0.5–0.6]","0.50000","0.50000","0.60000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Americas","Colombia","","0.5 [0.4–0.6]","0.50000","0.40000","0.60000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Americas","Cuba","","0.6 [0.5–0.7]","0.60000","0.50000","0.70000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Europe","Czechia","","<0.1 [<0.1–<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Americas","Ecuador","","0.4 [0.4–0.5]","0.40000","0.40000","0.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Americas","El Salvador","","0.5 [0.4–0.5]","0.50000","0.40000","0.50000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Africa","Gabon","","3 [2.3–3.9]","3.00000","2.30000","3.90000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Europe","Greece","","0.2 [0.2–0.2]","0.20000","0.20000","0.20000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Africa","Guinea-Bissau","","2.5 [2.2–2.9]","2.50000","2.20000","2.90000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Europe","Iceland","","0.1 [<0.1–0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","South-East Asia","Indonesia","","0.4 [0.3–0.4]","0.40000","0.30000","0.40000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Western Pacific","Japan","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Eastern Mediterranean","Lebanon","","<0.1 [<0.1–0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Africa","Liberia","","1 [0.9–1.3]","1.00000","0.90000","1.30000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Africa","Malawi","","7.5 [6.9–7.7]","7.50000","6.90000","7.70000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Western Pacific","Micronesia (Federated States of)","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","South-East Asia","Nepal","","0.1 [0.1–0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Western Pacific","New Zealand","","<0.1 [<0.1–<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Eastern Mediterranean","Oman","","<0.1 [<0.1–<0.1]","0.10000","0.10000","0.10000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Europe","Portugal","","0.5 [0.5–0.6]","0.50000","0.50000","0.60000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Americas","Saint Kitts and Nevis","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Africa","Senegal","","0.3 [0.3–0.4]","0.30000","0.30000","0.40000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Africa","Seychelles","","No data","","","","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Africa","South Africa","","18.2 [12.2–23.7]","18.20000","12.20000","23.70000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Europe","Spain","","0.2 [0.2–0.3]","0.20000","0.20000","0.30000","","",""
"Prevalence of HIV among adults aged 15 to 49 (%)","Published","2021","Europe","United Kingdom of Great Britain and Northern Ireland","","No data","","","","","",""
